metadata_qid,question,metadata_question,metadata_gold_answer
6744,"{'question': 'what are the first four officers in the line of succession to the presidency', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Current order of succession: [['No.', 'Office', 'Party'], ['1', 'Vice President', 'Democratic'], ['2', 'Speaker of the House of Representatives', 'Republican'], ['3', 'President pro tempore of the Senate', 'Democratic'], ['4', 'Secretary of State', 'Democratic']]\nQuestion: what are the first four officers in the line of succession to the presidency\nAre follow up questions needed here: No.\nSo the final answer is: vice president, speaker of the house, president pro tempore of the senate, secretary of state""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'vice president, speaker of the house, president pro tempore of the senate, secretary of state'}]], 'traces_entailments': None}",what are the first four officers in the line of succession to the presidency,['Vice President']
7306,"{'question': 'what is a planets backward motion in the sky called', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Apparent retrograde motion: Apparent retrograde motion is the apparent motion of a planet in a direction opposite to that of other bodies within its system, as observed from a particular vantage point.\nQuestion: what is a planets backward motion in the sky called\nAre follow up questions needed here: No.\nSo the final answer is: apparent retrograde motion'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'apparent retrograde motion'}]], 'traces_entailments': None}",what is a planets backward motion in the sky called,['Apparent retrograde motion']
4083,"{'question': 'who won season ten of rupauls drag race', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Aquaria: Aquaria won RuPaul's Drag Race season 10. Eureka and Kameron Michaels were the runners-up. Monét X Change was voted Miss Congeniality (Miss C) by fellow contestants.\nQuestion: who won season ten of rupauls drag race\nAre follow up questions needed here: No.\nSo the final answer is: Aquaria""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Aquaria'}]], 'traces_entailments': None}",who won season ten of rupauls drag race,['Aquaria']
992,"{'question': 'who won the last world cup in brazil', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Brazil at the FIFA World Cup: Brazil won their first world cup final in 1958, 28 years after the first competition was held in 1930. The second longest streak before winning their fourth\nQuestion: who won the last world cup in brazil\nAre follow up questions needed here: No.\nSo the final answer is: Germany'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Germany'}]], 'traces_entailments': None}",who won the last world cup in brazil,['Germany']
763,"{'question': 'keeper with the highest clean sheet in epl', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Čech: Čech holds a number of goalkeeping records, including the Premier League record for fewest appearances required to reach 100 clean sheets, having done so in 180 appearances, the most clean sheets in a season (24), as well as the record for the most clean sheets in Premier League history (202).\nQuestion: keeper with the highest clean sheet in epl\nAre follow up questions needed here: No.\nSo the final answer is: Petr Čech'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Petr Čech'}]], 'traces_entailments': None}",keeper with the highest clean sheet in epl,"['Čech , Petr']"
2890,"{'question': ""who played jason bateman 's sister on little house on the prairie"", 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Justine Bateman: She is the older sister of actor Jason Bateman. She attended Taft High School in Woodland Hills, California. However, Bateman could not attend college at the\nQuestion: who played jason bateman 's sister on little house on the prairie\nAre follow up questions needed here: No.\nSo the final answer is: Justine Bateman""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Justine Bateman'}]], 'traces_entailments': None}",who played jason bateman 's sister on little house on the prairie,['Missy Francis']
4622,"{'question': 'what is the only painting van gogh sold', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: List of works by Vincent van Gogh: According to the legend, Van Gogh sold only one painting, The Red Vineyard, bought for 400 francs by the painter and art collector Anna Boch.\nQuestion: what is the only painting van gogh sold\nAre follow up questions needed here: No.\nSo the final answer is: The Red Vineyard'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'The Red Vineyard'}]], 'traces_entailments': None}",what is the only painting van gogh sold,['The Red Vineyards near Arles']
6046,"{'question': 'who plays the joker in the lego batman movie', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Zach Galifianakis: Voice cast Zach Galifianakis as Joker: A clown-themed villain in Gotham City and Batman's archenemy, who defines himself by his conflict with him.\nQuestion: who plays the joker in the lego batman movie\nAre follow up questions needed here: No.\nSo the final answer is: Zach Galifianakis""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Zach Galifianakis'}]], 'traces_entailments': None}",who plays the joker in the lego batman movie,['Zach Galifianakis']
8704,"{'question': ""who sings the song i 'm just a love machine"", 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Love Machine (The Miracles song): ""Love Machine"" is a 1975 single recorded by Motown group The Miracles, taken from their album City of Angels. The song was a #1 Pop smash on the Billboard\nQuestion: who sings the song i \'m just a love machine\nAre follow up questions needed here: No.\nSo the final answer is: The Miracles'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'The Miracles'}]], 'traces_entailments': None}",who sings the song i 'm just a love machine,['The Miracles']
2158,"{'question': 'when was the second amendment put in place', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Second Amendment to the United States Constitution: The Second Amendment (Amendment II) to the United States Constitution protects the right to keep and bear arms. It was ratified on December 15, 1791, along with nine other articles of the Bill of Rights.\nQuestion: when was the second amendment put in place\nAre follow up questions needed here: No.\nSo the final answer is: 15 December 1791'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '15 December 1791'}]], 'traces_entailments': None}",when was the second amendment put in place,"['December 15 , 1791']"
1512,"{'question': ""who plays frank in it 's always sunny"", 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: It's Always Sunny in Philadelphia: Danny DeVito as Frank Reynolds, legal father of Dennis and Dee Reynolds, and the majority owner of Paddy's Pub soon after his introduction in season 2 onward.\nQuestion: who plays frank in it 's always sunny\nAre follow up questions needed here: No.\nSo the final answer is: Danny DeVito""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Danny DeVito'}]], 'traces_entailments': None}",who plays frank in it 's always sunny,['Danny DeVito']
5937,"{'question': 'who wrote the song lift every voice and sing', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: J. Rosamond Johnson: ""Lift Every Voice and Sing"" is a hymn with lyrics by James Weldon Johnson (1871–1938) and set to music by his brother, J. Rosamond Johnson (1873–1954).\nQuestion: who wrote the song lift every voice and sing\nAre follow up questions needed here: No.\nSo the final answer is: James Weldon Johnson'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'James Weldon Johnson'}]], 'traces_entailments': None}",who wrote the song lift every voice and sing,['James Weldon Johnson']
2270,"{'question': 'who is the girl dancing in sia videos', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Madison Nicole Ziegler: Madison Nicole Ziegler (/ˈzɪɡlər/; born September 30, 2002) is an American actress and dancer.\nQuestion: who is the girl dancing in sia videos\nAre follow up questions needed here: No.\nSo the final answer is: Madison Nicole Ziegler'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Madison Nicole Ziegler'}]], 'traces_entailments': None}",who is the girl dancing in sia videos,['Madison Nicole Ziegler']
